show_title,rating,image,trailer,description,cast_members
overdrive,5.4,https://m.media-amazon.com/images/M/MV5BN2UzZDlhN2MtNjVhMi00MWZhLThjNTEtZTg0NDc1NjVkZDQ1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=tP-QhaZILHw,A group of people try to survive when machines start to come alive and become homicidal.,"Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith, John Short"
face to face with eta: conversations with a terrorist,6.4,https://m.media-amazon.com/images/M/MV5BODA3NzUzOWItYmQ5Yy00OWZlLTk5MWItM2Y2ODhkN2QwZTljXkEyXkFqcGc@.jpg,,"An in-depth interview with José Antonio Urrutikoetxea, known as Josu Ternera, one of the most relevant leaders of the terrorist gang ETA.",
inside the mind of a cat,6.9,https://m.media-amazon.com/images/M/MV5BMDVkZGU3NjEtMjFhZC00NDZmLWIwYmEtZjViODc3N2I1YTJjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=c5Vf9WpaP9I,Cat experts dive into the mind of the feline to reveal the true capabilities of the pouncing pet in this captivating and cuddly documentary.,
lady tamara,4.0,https://m.media-amazon.com/images/M/MV5BYTBiMTBlN2QtYmYxYi00MTgyLWExODQtYWU5NTZlMDk4NjFhXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=a2apRPyaki8,"The glamorous life of socialite Tamara Falcó takes center stage in this reality series as she balances work, play and her famous family.","Jenni Nicole Bloom, Candace Kita"
two for the money,6.2,https://m.media-amazon.com/images/M/MV5BODAzOTAzNzkyNl5BMl5BanBnXkFtZTYwMTAzNjM3.jpg,https://www.youtube.com/watch?v=vcsdAwqZ-WI,"After suffering a career-ending knee injury, a former college football star aligns himself with one of the most renowned touts in the sports-gambling business.","Matthew McConaughey, Al Pacino, Rene Russo, Armand Assante, Jeremy Piven"
thalaikoothal,7.5,https://m.media-amazon.com/images/M/MV5BZGViMGZjZTAtYjNjOS00OTgwLTk2NjItOWJkZWE0YTk4ODU3XkEyXkFqcGc@.jpg,,"A man's long battle to save his comatose father is met with financial obstacles, and with his family suggesting euthanasia as the best possible option. What will he do?","Vasundhara Kashyap, Kathir, Katha Nandi, Samuthirakani, Kulothungan Udayakumar"
stalk,8.0,https://m.media-amazon.com/images/M/MV5BMDIzMDRiYjgtM2U1Yy00MjlhLTliODMtM2E5NDI5Njc3YmZkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=JCuwthnCRpg,A guide leads two men through an area known as the Zone to find a room that grants wishes.,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko, Natalya Abramova"
flying colors,7.3,https://m.media-amazon.com/images/M/MV5BNzgwZGQzNDMtZDVkZS00YTk3LTk0ZDUtYWU3ODhhYmMzNTFkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=oyqqcgpWzsM,"Sayaka, a ditzy high school girl, is unexpectedly encouraged by an optimistic and unconventional teacher to apply for admission to Keio University. Inspired to reach her goal and prove a point, Sayaka completely throws herself to the task.","Kasumi Arimura, Nanami Abe, Morio Agata, Atsushi Itô, Honami Kurashita"
second chance romance,5.8,https://m.media-amazon.com/images/M/MV5BNGMyMWMyZDAtMGE1YS00MGM0LTgwMmYtYTA5NDM4MDg1NWIyXkEyXkFqcGc@.jpg,,"Set in 2020s China, a ballet dancer comes home from abroad, dedicates to teaching young dancers, at the meantime she reunites with her ex-husband, ends up together again.","Lan Qin, Wallace Chung, Lawrence Wong, Jin Chen, Bing Bai"
song of the assassins,5.4,https://m.media-amazon.com/images/M/MV5BMzlmYjFlZmYtMGFhOS00YmNmLTk2ZjMtMTQwYjY0NWJhYzM4XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=ao-My1meXFQ,"Trained by a top assassination teams, a young assassin receives his first mission and finds himself tangled in a political intrigue planned for years.","Shaofeng Feng, Jun Hu, Qing Xiu, Chen Jin, Norman Chu"
the cleaner,8.5,https://m.media-amazon.com/images/M/MV5BZGViNWY1MWYtZTU1Zi00OTQwLTg4NWQtMjkyNDJkNzI0MzIyXkEyXkFqcGc@.jpg,,"Going through his daily routine in a stereotypical neighborhood, a street cleaner falls in love with a charwoman. Unfortunately for him, so does his boss.","Kemal Sunal, Sener Sen, Aysen Gruda, Ihsan Yüce, Türker Tekin"
master of my own,7.5,https://m.media-amazon.com/images/M/MV5BMDJlOWRjZDctMjNmNi00ZGQwLTlhYWItOWUzYWVmYzEwMjNkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Ohbp7qba6Z8,"Ning dreams of becoming an investor director, but her boss Lu doubts her capabilities. Defying his skepticism, she quits and joins Eagle Stone Investment to prove herself.","Kenny Lin, Songyun Tan, Xiuzhu Wang, Xin Su, Beibi Gong"
stand by me,8.1,https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Ao9AI1pLeG0,A writer recounts a childhood journey with his friends to find the body of a missing boy.,"Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell, Kiefer Sutherland"
number 1,6.7,https://m.media-amazon.com/images/M/MV5BYTk4NTBkZjYtZGMwNS00OTRjLTg4NTktZjNjMTlmMTYyODQ0XkEyXkFqcGc@.jpg,,"A G-man goes undercover to infiltrate a gang, helping the group's leader escape from prison to gain his trust.","Lionel Barrymore, Jean Arthur, Chester Morris, Joseph Calleia, Paul Kelly"
the layover,4.8,https://m.media-amazon.com/images/M/MV5BZjU4ZjA3YjMtZDE3Zi00MjBiLWEwODAtMDA3NTJhZmYyOGE1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=lvhnNd0RoT8,Two friends on a road trip compete for the affections of a handsome man when a hurricane redirects their flight.,"Kate Upton, Alexandra Daddario, Matt Barr, Matt Jones, Kal Penn"
jga: jasmin. gina. anna.,5.4,https://m.media-amazon.com/images/M/MV5BZjQzYjI3NjItOWJjOC00N2Y1LTk5N2UtZmRhZTlhMjgyMGZjXkEyXkFqcGc@.jpg,,Two bachelorette) parties meet under the Ibizan sun. This could simply be a fun getaway for the single girls--if the future groom wouldn't be Jasmin's ex-boyfriend and her own wedding not just a fake one.,"Taneshia Abt, Angelo Borer, Katjana Gerz, Julia Hartmann, Luise Heyer"
the shadow,7.6,https://m.media-amazon.com/images/M/MV5BNGFhNjkyZDYtOTc4Yi00OWM4LTg4ZTktNjIzNDA5NGE5YTYwXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=IAZEWtyhpes,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.","Jemaine Clement, Taika Waititi, Cori Gonzalez-Macuer, Jonny Brugh, Stu Rutherford"
patient zero,4.6,https://m.media-amazon.com/images/M/MV5BMjQ0Njc1OTczMl5BMl5BanBnXkFtZTgwMDM0MzY5NTM@.jpg,https://www.youtube.com/watch?v=W9uddyaqAPE,"After an unprecedented global pandemic turns the majority of humankind into violent ""Infected,"" a man gifted with the ability to speak the Infected's new language leads the last survivors on a hunt for Patient Zero and a cure.","Matt Smith, Natalie Dormer, John Bradley, Clive Standen, Colin McFarlane"
social currency,4.2,https://m.media-amazon.com/images/M/MV5BOWMyYWY3YjUtZWZjOS00OTE4LTkxZGQtMDQxNzQxZWY3YTM1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=cYT2fazdd74,"Social media influencers are put to test in the real world without their superpower, who will be the most liked on and off the phone screens?","Ruhi Singh, Bhavin Bhanushali, Vagmita Singh, Mridul Madhok, Sakshi Chopra"
cobalt blue,6.6,https://m.media-amazon.com/images/M/MV5BNTIxNWJjZGItNjAyNC00NTlmLTk1MDItZWM2MTQwZmIzMGFlXkEyXkFqcGc@.jpg,,"When a brother and sister fall in love with the same man, ensuing events shatter a traditional Marathi family. Based on Sachin Kundalkar's novel.","Neelay Mehendale, Prateik Patil Babbar, Lovish Bhatia, Neil Bhoopalam, Anant Joshi"
gunjan saxena: the kargil girl,5.6,https://m.media-amazon.com/images/M/MV5BZWQwYzY1MjEtOTczOS00YzU1LTkyYWEtOTYxNWQwZTYwZTI4XkEyXkFqcGc@.jpg,,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,"Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Manav Vij, Ayesha Raza Mishra"
little things,6.3,https://m.media-amazon.com/images/M/MV5BZmRjYmQ5Y2YtYTUyMy00OTg0LWE1YmEtZTI2NDYxYTBhYTYxXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=1HZAnkxdYuA,"Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city.","Denzel Washington, Rami Malek, Jared Leto, Chris Bauer, Michael Hyatt"
dream high,7.6,https://m.media-amazon.com/images/M/MV5BOTcwNzQ0MzYtNzUyMy00YWQwLTgxNWEtODI4YWI3ZGUyYjc2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Dh8t8tdwAiA,"The story of six students at Kirin Art High School who work to achieve their dreams of becoming stars in the Korean music industry. Along the way, they discover the true meaning of friendship, love and life.","J.Y. Park, Bae Suzy, Kim Soo-hyun, IU, Taecyeon"
call me bruna,6.6,https://m.media-amazon.com/images/M/MV5BMGUyNDJmMTctMGI1Yi00OWMzLTgzYTEtNjJiOWU0Y2RiNDhiXkEyXkFqcGc@.jpg,,"A middle-class teen runs away from home and decides to work as a call girl. In little time, she becomes Bruna Surfistinha and gains notoriety after writing her routine on a blog.","Maria Bopp, Simone Mazzer, Stella Rabello, Nash Laila, Ludmilla Cohen"
v for vengeance,4.1,https://m.media-amazon.com/images/M/MV5BODBiNTgwM2EtYmNiOS00MzhmLWE3ZDQtMDIxNDQwZGI2ZDRmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=37A5tyJuZls,"After learning that their younger sibling escaped an earlier kidnapping attempt that also killed their parents, two estranged sisters must join forces to rescue her from a group of bloodthirsty vampires.","Jocelyn Hudon, Grace Van Dien, Pauline Dyer, Sean Maguire, Alix Villaret"
untraceable,6.2,https://m.media-amazon.com/images/M/MV5BMTYyNTcwODYzMF5BMl5BanBnXkFtZTcwNjMwMzU1MQ@@.jpg,https://www.youtube.com/watch?v=oIqnESZW0qc,"FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal.","Diane Lane, Colin Hanks, Joseph Cross, Billy Burke, Mary Beth Hurt"
erin & aaron,5.6,https://m.media-amazon.com/images/M/MV5BZmU0MjJmMjMtM2MxZS00MTk2LThjYWMtMGM3NzNkMDY2ZjQ0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=3Oydi615YdY,A newly blended family and two polar opposite stepsiblings named Erin and Aaron who come together through music.,"Ava Ro, Jensen Gering, David S. Jung, Larisa Oleynik, Pyper Braun"
our universe,7.6,https://m.media-amazon.com/images/M/MV5BMTYwZTUwYzItZTQwNi00NjVlLTg2ODYtOTg0YmMyMzk3ZDBlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Q33TkQKlIMg,"Follows different aspects of the natural world, from an expansive look into the origin of the Universe, to life on planet Earth and how its oceans function. Narrated by Morgan Freeman",
dinner at my place,5.7,https://m.media-amazon.com/images/M/MV5BZDVhNzliMTQtZjczYS00M2ZjLWIwOTItZGVmM2YxODkyY2Y0XkEyXkFqcGc@.jpg,,"Ready to pop the question to his girlfriend, a young man finds his plans for a romantic dinner interrupted when his overdramatic ex shows up uninvited.","Bisola Aiyeola, Sophie Alakija, Gabriel Ameh, Timini Egbuson, Charles Etubiebi"
someone borrowed,5.7,https://m.media-amazon.com/images/M/MV5BN2FmNjg5ZTYtOTU2YS00MWMzLThkZmYtMmJjYjA3M2Q4NTU2XkEyXkFqcGc@.jpg,,"A stubborn bachelor hires an actress to play his fiancee to fulfill his dying mother's final wish, and try to avoid her deleting him from her will.","Caio Castro, Thati Lopes, Mariana Xavier, Danielle Winits, Danilo de Moura"
fast & furious spy racers,5.9,https://m.media-amazon.com/images/M/MV5BMzdmNzZjYWQtNzYyNi00YTNlLWEyMzgtMDI2NjcyMDRkYmE5XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Dtwx1rvd-eA,A team of teenage street racers are hired to infiltrate a criminal gang.,"Tyler Posey, Charlet Takahashi Chung, Jorge Diaz, Luke Youngblood, Camille Ramsey"
major payne,6.3,https://m.media-amazon.com/images/M/MV5BMTg1OWRlM2ItYzljMy00ZGQ0LWE0OTYtYWRmOGUyNDYzZTIxXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=6Vvlw7uPdn8,"When a recently discharged Marine struggles to adjust to civilian life, his commanding officer brings him back to the military to train and lead a group of misfit JORTC cadets.","Damon Wayans, Michael Ironside, Bam Bam Bigelow, Joseph Blaire, Orlando Brown"
crank,6.9,https://m.media-amazon.com/images/M/MV5BMjg0NjAxNDY4MV5BMl5BanBnXkFtZTcwODA5MjMzMw@@.jpg,https://www.youtube.com/watch?v=uEXsOqdzYhE,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,"Jason Statham, Amy Smart, Carlos Sanz, Jose Pablo Cantillo, Efren Ramirez"
a soweto love story,4.6,https://m.media-amazon.com/images/M/MV5BYjVjZjYwNTMtZGUxYy00MDJkLWIzYmEtNzkzZWEyNGNhNmQyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=is0kRxT7WqM,"When her three grown sons show no signs of settling down and starting their own families, a mother uses the coveted family home to entice them into doing the right thing- the first to get married before the New Year wins the home.","Lunga Shabalala, Duduzile Ngcobo, Sparky Xulu, Ray Neo Buso, Motsoaledi Setumo"
john of god: the crimes of a spiritual healer,6.5,https://m.media-amazon.com/images/M/MV5BYmY5MmQwYTctNjZlMC00MzNhLTk0NDUtMTVhZTBkOTRiYTE1XkEyXkFqcGc@.jpg,,"Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press.",
distorted,4.4,https://m.media-amazon.com/images/M/MV5BMzlkMzdhY2ItOTg5OS00ZWQzLTkyZWItOWI3MWMzZDlhM2JmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=o60r7h8xDps,"A couple moves to an isolated, modern, safe apartment building with CCTV after the wife has problems with nightmares. However, something's not quite right with the building.","Christina Ricci, Brendan Fletcher, Vicellous Shannon, John Cusack, Nicole Anthony"
the king's daughter,5.9,https://m.media-amazon.com/images/M/MV5BZDBkY2M4MzUtNTZmZi00NDUzLWJmZmItM2ViOTA4NGE4NDc3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=FDnUVhLMqI0,A woman seeks revenge against the man who kidnapped her mother.,"Daisy Ridley, Ben Mendelsohn, Brooklynn Prince, Gil Birmingham, Caren Pistorius"
the invention of lying,6.4,https://m.media-amazon.com/images/M/MV5BMTU2OTQzOTc1Nl5BMl5BanBnXkFtZTcwNDM5MDE4Mg@@.jpg,https://www.youtube.com/watch?v=vn71hYvyqCA,"A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain.","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor"
haywire,5.8,https://m.media-amazon.com/images/M/MV5BODU3NGI0ZTctODBhYS00Y2ZmLThkZjYtMWI2YTlkMmM2ZmFlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=KFV0Uvzpz0o,A black ops super soldier seeks payback after she is betrayed and set up during a mission.,"Gina Carano, Ewan McGregor, Michael Fassbender, Michael Angarano, Channing Tatum"
woof,7.7,https://m.media-amazon.com/images/M/MV5BMGYwMjlkY2QtMDg2OC00MDNhLWFjNjAtOTk1ZmZhNDU1NTM2XkEyXkFqcGc@.jpg,,Tells about the adventures of a kitten with the unusual name of Woof and his friend - the puppy of Sharik. Woof constantly gets into ridiculous situations and finds adventures as soon as he leaves the house.,"Tamara Reshetnikova, Mariya Vinogradova, Vasiliy Livanov, Aleksandr Baranov, Yuriy Volyntsev"
smyrna,6.8,https://m.media-amazon.com/images/M/MV5BNmEwODZmNmYtNWIzMS00MGIzLWEzNDMtZTI4NzI0ODQwNGQ4XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=QuIviUR3gWE,"Members of the Baltatzis family recount the 1922 burning of Smyrna, Greece, including the assault on vibrant Greek and Armenian communities.","Mimi Denissi, Leonidas Kakouris, Burak Hakki, Krateros Katsoulis, Tamilla Koulieva"
bleed for this,6.8,https://m.media-amazon.com/images/M/MV5BMjAwNzgyNTUxMF5BMl5BanBnXkFtZTgwNzc0ODc1OTE@.jpg,https://www.youtube.com/watch?v=0yfWnRKXRac,"The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sports' most incredible comebacks.","Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds, Ted Levine"
"memories to choke on, drinks to wash them down",6.3,https://m.media-amazon.com/images/M/MV5BYTZlY2MzZWMtNzY3NS00NmRiLWIxNTEtNzBjYjQwZWZiMWE0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=WZ356coOJZQ,A variety of Hong Kong people wrestle with nostalgia when facing an uncertain future. Their stories give way to a documentary featuring a young barista turned political candidate.,"Cheok Mei Leong, Mia Mungil, Zeno Koo, Yiu-Sing Lam, Gregory Wong"
three,8.1,https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@.jpg,https://www.youtube.com/watch?v=Jit3YhGx5pU,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,"Frances McDormand, Woody Harrelson, Sam Rockwell, Caleb Landry Jones, Kerry Condon"
semmelweis,6.8,https://m.media-amazon.com/images/M/MV5BZTQ4MDVhY2EtZWJjMy00YzQ1LWFmMzItM2ZjY2VmMTU4ZWQwXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=2rQWibxbImQ,"In 1847 a mysterious epidemic is raging in a maternity clinic in Vienna, while the doctor Ignác Semmelweis tries to defeat puerperal fever by going against all traditional theories.","Miklós H. Vecsei, Katica Nagy, László Gálffi, Kovács Tamás, Ferenc Elek"
blockade,7.1,https://m.media-amazon.com/images/M/MV5BYTBjMWYwMzEtNjcyYy00ZmE3LWE4MTktOTRlOGNjMjRmZjQyXkEyXkFqcGc@.jpg,,"The hit show from the creator of Trigun continues its crime-fighting, otherworldly adventure in the chaotic city of Hellsalem's Lot.","Daisuke Sakaguchi, Kazuya Nakai, Ian Sinclair, J. Michael Tatum, Aaron Dismuke"
mentés másképp,5.2,https://m.media-amazon.com/images/M/MV5BYWUyZDAyMjktMGMyZS00ZTJiLTkyNzYtYTZjYTlkMzhiZmViXkEyXkFqcGc@.jpg,,"Burnt Out office worker, Mark is approached by the desperate father of Dóra who is struggling with ongoing depression, in the hope that Mark's alternative therapy program will help his daughter.","Vivianne Bánovits, Darinka Dézsi, Tóth Krisztina, András Lajos, Péter Sándor"
funky,6.6,https://m.media-amazon.com/images/M/MV5BMTUwNzc3NjM1M15BMl5BanBnXkFtZTcwNDE5NzQ5MQ@@.jpg,https://www.youtube.com/watch?v=wJaFdt4S8Yk,"An outrageous collection of surreal, short attention span non-sequiturs largely revolving around Guitar Brother, his randy older sibling, and the pair's portly Caucasian brother.","Andrew Alfieri, Hideaki Anno, Moyoco Anno, Tadanobu Asano, Anri Ban"
mad,8.1,https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=YWNWi-ZWL3c,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.","Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz, Hugh Keays-Byrne"
oh my god,8.1,https://m.media-amazon.com/images/M/MV5BMzhmY2E3MDctYjAzOS00ZmQyLTk2M2QtODg0MWU0Y2VjNWRkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=eSfJ9NTE0OE,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,"Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Mahesh Manjrekar, Govind Namdeo"
ejakulasi dini,7.6,https://m.media-amazon.com/images/M/MV5BNGZmOGFiMTUtNGI3MS00YWFhLWE4MzMtNDM1ZjdiNDhiOGM3XkEyXkFqcGc@.jpg,,High schooler Edi's life gets complicated when he's drawn to both his biology teacher and a new transfer student.,"Hannah Al Rashid, Cantika Amalia, Maeeva Amin, Dimaz Andrean, Roy Marten"
reva guna guna,5.8,https://m.media-amazon.com/images/M/MV5BMzNhYjRkOWUtNTc2MC00NmU1LWI2YTgtYzMwZDM5MGQxZjAyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Xixn7YqnGHU,"Reva, a cheerful student, suddenly changes after her 21st birthday. Reva becomes moody and doesn't want to hang out. Then at her house, her mother and two younger siblings are killed sadistically. Reva is declared a murderer and is rehabilitated in a mental hospital. Devi, Reva's best friend, does not believe this and feels there is something about Reva. At the hospital Reva is terrorized by a horrible supernatural being. Doctor Karina, Reva's aunt, always assures her that it is only Reva's hallucinations. But, the supernatural creature keeps appearing and tries to kill Reva. From the paranormal smuggled into a mental hospital, it is discovered that the supernatural being is sent to kill Reva. Reva and Devi try to find out who and what supernatural beings sent for to Reva. From this supernatural being it is revealed who killed Reva's mother and sisters.","Angel Karamoy, Pamela Bowie, Wulan Guritno, Dewi Rezer, Ferry Salim"
arab maklum,7.4,https://m.media-amazon.com/images/M/MV5BOWM2YTlkNmEtMjVhYS00ZDIwLWE2MDMtNDM3NzhiOTU2NTg2XkEyXkFqcGc@.jpg,,"The story is about an Arab family living in the city of Jakarta, where the Aba wants to maintain Arabic traditions in his family and work in the modernization era.","Aci Resti, Bukie B. Mansyur, Kinaryosih, Nita Gunawan, Usama Harbatah"
spring of youth,6.6,https://m.media-amazon.com/images/M/MV5BMTVjMGNkZWMtYTgzZC00YTIwLWI4MzMtNzRmNjY2OWE3MjI4XkEyXkFqcGc@.jpg,,"When a K-pop star's band kicks him out, he enrolls in college and falls for a music student, who might be the key to his next musical venture.","Cha Cheong-hwa, Cho Han-cheul, Seo Hye-won, Park Ji-hu, Kim Jong-tae"
dilan 1983,6.4,https://m.media-amazon.com/images/M/MV5BMjEyYTc3ZWUtYzg0Ny00YTRiLWE4MTEtNDNiNDk0MGY2YWEzXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=-TqgMfZg4Po,"In 1983, Dilan reunites with his elementary school friends after a year and a half away and tries to impress a transfer student.","M. Adhiyat, Malea Emma Tjandrawidjaja, Ira Wibowo, Bucek Depp, Graciella Abigail"
jack dan danil,7.9,https://m.media-amazon.com/images/M/MV5BOWQ2ZTJhNGQtNmYzMS00MTdmLThhYTItNGUyMTU4OTE3MGFlXkEyXkFqcGc@.jpg,,A lazy man who pretends to be his twin brother who works as a lawyer to pay off his personal debts.,"Tanta Ginting, Lania Fira, Teno Ali, Julia Alexandra, Dian Sidik"
the architecture of love,6.9,https://m.media-amazon.com/images/M/MV5BM2IyMTA2ZjUtYTUzOC00NzBkLTg4YjYtNzkyZTIzNDkzMDNjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=tLJp0OEZUso,"Raia is a famous writer who suffers from writer's block. In order to get inspired again, he then went to New York. It was in that city that Raia met River and then got involved in a love story that was overshadowed by the past.","Nicholas Saputra, Putri Marino, Jerome Kurnia, Jihane Almira, Omar Daniel"
two blue hearts,7.5,https://m.media-amazon.com/images/M/MV5BYWE0NDg4MjQtMTUyYS00MzhlLTg5OTItNzQ3OTE2NGVlMWI2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=qlhODPy_3ww,"Reunited after years apart, a young couple faces a new chapter of parenthood as they negative challenges in raising their 4-year-old son together.","Angga Yunanda, Aisha Nurra Datau, Farrell Rafisqy, Cut Mini Theo, Arswendy Bening Swara"
ali topan,5.8,https://m.media-amazon.com/images/M/MV5BN2RmM2NkMmYtNjdiNS00ZTcxLWFmNzAtYWI2Zjg2ODNiNzA1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=RmWrUjIIRuY,"Ali Topan, from a chaotic family, finds love with Anna Karenina, sparking a forbidden romance that leads them on a perilous journey across Java, facing opposition and accusations.","Jefri Nichol, Lutesha, Ari Sihasale, Omara N. Esteghlal, Bebeto Leutually"
pamali,6.1,https://m.media-amazon.com/images/M/MV5BZGM1ODhmYTgtYzYxYy00OTVhLTk2N2ItOWQ4OWVmZmI1MTFiXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=noFWKx8laVA,A gravedigger and students breaking a taboo by whistling at night face a horde of pocong apparitions.,"Fajar Nugra, Yasamin Jasem, Arla Ailani, Anantya Kirana, Bukie B. Mansyur"
falling in love like in movies,8.3,https://m.media-amazon.com/images/M/MV5BMzI1MDU5M2UtNGYwZi00Y2MzLTkyOTctNzVmZTI4MjNhNWFkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=rwt-ue8fgwI,"Bagus, a screenwriter, reunites with his high school friend and crush, Hana, who is still grieving from the loss of her husband. He wants to convince her to fall in love once again, just like in the movies.","Ringgo Agus Rahman, Nirina Zubir, Alex Abbad, Sheila Dara Aisha, Dion Wiyoko"
blessed you,7.6,https://m.media-amazon.com/images/M/MV5BZDRkOTAwMWMtMTYyMy00OTkyLWE4MzUtMTkwNWViNTJmNGFmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=ni6Dk6zOFco,"Thup, with heightened senses, and Singha investigate mutilated bodies in the forest, uncovering unforeseen dangers beyond logic and the culprits themselves as they delve into the mysterious murder case.","Pavel Naret Promphaopun, Pooh Krittin Kitjaruwannakul, Michael Kiettisak Vatanavitsakul, TopTen Supakorn Saokhor, Lee Asre Watthanayakul"
mantra surugana,3.7,https://m.media-amazon.com/images/M/MV5BMDA0Y2I0MWEtMTRkZi00YzRiLWEzOGYtYjc3OWQyYWVlMGJjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=n8MdCo03Da8,Revolves around a new female college student in a dormitory filled with mysterious occurrences due to the awakening of a demon through an incantation and curse that still holds a connection to her own past.,"Sitha Marino, Cindy Nirmala, Rania Putri Sari, Fergie Brittany, Shabrina Luna"
foxtrot six,5.4,https://m.media-amazon.com/images/M/MV5BNTcxMDk4YzItMDk3NC00YTFiLWE0MmQtMWM0N2IxNWExYTk5XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=K6n3VPO1oGE,"When a rogue regime threatens Indonesia's food supply in a bid for power, a former marine assembles a team of ex-comrades to end the hostile takeover.","Oka Antara, Verdi Solaiman, Chicco Jerikho, Rio Dewanto, Arifin Putra"
cadet 1947,6.4,https://m.media-amazon.com/images/M/MV5BN2Q5YTVlNTktYzIyYS00MGY4LWE1MGQtMWYxMjBlZmFiODdkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=gHao6DkfwcA,"When the Dutch initiates an aggression against Indonesia to regain its rule post World War II, a group of inexperienced cadets need to defend the last remaining airbase.","Kevin Julio, Bisma Karisma, Marthino Lio, Omara N. Esteghlal, Wafda Saifan Lubis"
