show_title,rating,image,trailer,description,cast_members
"umjolo: my beginning, my end!",4.0,https://m.media-amazon.com/images/M/MV5BZDM0ZWZlYTEtMTQwZC00ZmRhLTlkMzEtNDVjYzY3MzUzYTE1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=ZsTpXKUq_J8,"Caught between her family and her free spirit, Mayi begins to question her upcoming nuptials when she meets a charming and passionate saxophonist.",
full speed,5.8,https://m.media-amazon.com/images/M/MV5BZmJkMGNkYjQtMGJkNC00ZDJiLWIwY2QtNTcwOWEzNGI4M2EwXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=eLjy6HUUyqU,"A family together with their grandpa go on a vacation, when their new car won't stop and it nearly escapes crashing into a hundred cars.",
thank you for coming,4.2,https://m.media-amazon.com/images/M/MV5BMGJlZjU1NGQtZjUwYS00ZWU3LTk5MDMtYmZiZTRmZmIwYjhmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=ahA1Pecwmss,"When five best friends assemble together at a family gathering, they must navigate the hilarious and heartwarming consequences of their lie, discovering the true depth of their friendship and love.",
surviving paradise,7.5,https://m.media-amazon.com/images/M/MV5BMDhlMzkyMmEtYmU2YS00YjBlLWI4M2UtODUzY2Q2NTdkNWJjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=80yPDHB-YJY,"As the Kalahari Desert faces a worsening dry season, prides, packs and herds of all kinds must rely on the power of family to survive.",Regé-Jean Page
beautiful rebel,6.3,https://m.media-amazon.com/images/M/MV5BM2ZiMmYyNWItZjQwZS00NGNmLThjOWEtZTFmOTMzYzAxNjUzXkEyXkFqcGc@.jpg,,"The origin story of one of Italy's greatest rock stars, Gianna Nannini, who chased her dream despite obstacles from her family and the music industry.",
kountry wayne: a woman's prayer,4.7,https://m.media-amazon.com/images/M/MV5BYWI5Y2UyOTktN2Y4Yi00NmI3LTgwMmYtYTczZDdlN2M1MTBlXkEyXkFqcGc@.jpg,,"Rising star comedian Kountry Wayne reflects on a variety of topics, including fatherhood, gender dynamics, and religion.",Wayne Colley
100 meters,7.5,https://m.media-amazon.com/images/M/MV5BYWNjNDhmNGUtM2E5Ni00YTE0LTlkNTQtZWI2MWJhMTU3Y2NkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=YFzabCeVadg,"Based on true events, a Spanish man with multiple sclerosis who tried to finish an Iron-Man competition despite he was told that he could not make 100 meters.",
you are not alone: fighting the wolf pack,7.4,https://m.media-amazon.com/images/M/MV5BNmViMzQ0MTctNjYwMC00ZThiLWEyNWYtMDU4YThmNWNhMTM4XkEyXkFqcGc@.jpg,,"Through key testimonies, this documentary looks at a gang rape that took place during the 2016 San Fermín festival and sparked protests worldwide.","Natalia de Molina, Carolina Yuste, Óscar de la Fuente, Stacy Ines"
loudermilk,7.8,https://m.media-amazon.com/images/M/MV5BMjEwMjI4MjIzNl5BMl5BanBnXkFtZTgwNDA2NDQxMzI@.jpg,https://www.youtube.com/watch?v=tYgcz-YGQ68,"Sam Loudermilk is a recovering alcoholic and substance-abuse counselor with a bad attitude. Although he has his drinking under control, Loudermilk discovers that when your life is a mess, getting clean is the easy part.",
adagio,6.6,https://m.media-amazon.com/images/M/MV5BNjI4OTE4NzktMTgyMS00ZWYxLWI4NjYtODQ0OTYyZDQyNGI1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=_5kR8naRimM,"Tangled up with blackmail and crooked cops, the son of a former gangster seeks out his father's old friends, who risk everything to save him.","Pierfrancesco Favino, Toni Servillo, Valerio Mastandrea, Adriano Giannini, Gianmarco Franchini"
m3gan 2.0,6.0,https://m.media-amazon.com/images/M/MV5BMzFmNjVjZWQtZjI5Zi00YThiLTg0ZWItZDdjYzhhZDE1NTE2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=iBDJlXb1eNc,"Two years after M3GAN's rampage, her creator, Gemma, resorts to resurrecting her infamous creation in order to take down Amelia, the military-grade weapon who was built by a defense contractor who stole M3GAN's underlying tech.",
the magic prank show with justin willman,6.6,https://m.media-amazon.com/images/M/MV5BNzFlZTEwMTQtNGE1MS00ZGNmLWJhMDItMDllMmI5YWNiYmIyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=EXda40ZiTS8,Follows Willman as he uses his skills to pull off hilarious pranks like never seen before.,"Kyle Marlett, Austin Janik, Sarah Queralt, Blake Vogt, Marcus Eddie"
dr. seuss's the sneetches,5.3,https://m.media-amazon.com/images/M/MV5BODhjZjRjZWUtYjY3MC00MzhkLWEwNDctZjMwMzcwZTFmNTZkXkEyXkFqcGc@.jpg,,An unexpected friendship forms between two young Sneetches on an island.,
blood legacy,3.6,https://m.media-amazon.com/images/M/MV5BMTkyNWI3ZmItYjgxNC00MzAzLWJlM2UtZWQ5MGI1YTE2ZTczXkEyXkFqcGc@.jpg,,"Horror movie about three wicked sisters and their equally unsavory husbands who all arrive at a remote inn where they mean to attend the reading of their uncle's will. One by one, the heirs are dispatched by an unknown killer.",
lohusa,5.4,https://m.media-amazon.com/images/M/MV5BZDE0MjlkOWEtNDk1Ni00NmQyLWJjMzgtMWY0NjcyODA4MWZjXkEyXkFqcGc@.jpg,,Lohusa tells the funny story of a mother and father trying to keep up with life during the first 40 days after birth.,"Gupse Özay, Onur Gürçay, Cihan Albayrak, Alper Baytekin, Birsen Dürülü"
eva lasting,7.9,https://m.media-amazon.com/images/M/MV5BZWIwZjlmYTEtNGY2Ni00MWRlLTk4OTMtMTZlNGMwY2Q5MjE3XkEyXkFqcGc@.jpg,,"A mysterious teen girl arrives at an all-boys school in 1970s Colombia, breaking stereotypes, rules - and a few hearts.",
don't hate the player,5.7,https://m.media-amazon.com/images/M/MV5BMzYxYmEwMjAtMmNmNS00M2Q1LTg1YWUtYTkxMzZlYTE0OTRjXkEyXkFqcGc@.jpg,,"Starting from nothing, 13 players compete for a spot in a luxury villa and a shot at 150,000 euros in this unpredictable game of strategy and survival.",
the haunted palace,6.7,https://m.media-amazon.com/images/M/MV5BMjA0MzI1NDE2N15BMl5BanBnXkFtZTgwNTYwNjAxNzE@.jpg,https://www.youtube.com/watch?v=CIxey5Y0inY,Charles Dexter Ward arrives at a small village to visit the house he inherited from his ancestor who died there 100 years ago.,
fiasco,6.4,https://m.media-amazon.com/images/M/MV5BNTZlMmUzMmUtZDY2MS00NjIxLTg3YTAtNjdmMDM4YmYxZmMzXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Og6DyU1r17k,Raphaël Valande is shooting his first feature film to pay tribute to the heroic life of his resistant grandmother. The shooting gradually turns into a nightmare due to a member of the team who does everything to sabotage it.,"Pierre Niney, Géraldine Nakache, Pascal Demolon, Leslie Medina, Louise Coldefy"
the postcard killings,5.8,https://m.media-amazon.com/images/M/MV5BYmQ0YTY1YTctNWU0Yi00YjUxLWFmYTgtMWViOTQ2MDk3N2YzXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=1QRHFazHpuc,A New York detective investigates the death of his daughter who was murdered while on her honeymoon in London.,
mad square,5.8,https://m.media-amazon.com/images/M/MV5BYjc3NDMyYTYtNTYxMi00MTlhLTkwZDktYzlhMGIyZDcyOWRhXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=x9jlQ0_K5Zc,"Three college buddies navigate their way through campus life, leading to wild adventures and laugh-out-loud moments.","Narne Nithiin, Sangeeth Shobhan, Ram Nithin"
isolated,5.6,https://m.media-amazon.com/images/M/MV5BY2YxM2VjMzctNjYyMS00YmZjLWJhYzktNDU3OWI5NjEyZWQyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=zEAr9FG_PeE,"On a remote Irish farm, five people become unwilling participants in an experiment that goes nightmarishly wrong.",
irugapatru,8.1,https://m.media-amazon.com/images/M/MV5BMDQ4NjAzMzAtNjRkNC00NGIwLWI0MGEtNjQ1NDA3YWM3NGRjXkEyXkFqcGc@.jpg,,"Follows three couples, navigating inevitable challenges, and seeking self-discovery to salvage their relationships","Shraddha Srinath, Saniya Iyappan, Vikram Prabhu, Vidharth, Manobala"
the queenstown kings,4.7,https://m.media-amazon.com/images/M/MV5BNjNiYWQyMTAtYmM0MS00N2E4LWE3NjItMGZkYmI3YzdkNmVhXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=VU-LG3jG1Fg,"A prodigious young soccer player from rural Queenstown must face the return of his washed-up, pro-footballer father, and navigate the choice between his team's success and his own dreams. All that and more",
zero to hero,6.7,https://m.media-amazon.com/images/M/MV5BNTM5ZDFlNGQtMzc3YS00NGQ3LWE2ZmMtMDIzNjE4MzcxMjQ3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=uo5yR2w8Z04,"Biopic tribute to So Wa Wai, Hong Kong's first Paralympic athlete to win gold. Even if you start at a disadvantage, you can still be first across the finish line.","Chung-Hang Leung, Louis Cheung, Sandra Ng, Hoi-Pang Lo, Siu-Ho Chin"
love is blind: germany,5.6,https://m.media-amazon.com/images/M/MV5BODk3YjM1NTgtOTkyZS00ODc2LWE3NjctM2Q5NWRhNzJiNGU0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=U9MnGYDbhtU,"The German version of ""Love Is Blind (2020)"" follows singles who want to be loved for who they are - so they have signed up for a less-conventional approach to modern dating to try to find out if love is truly blind.",
como si fuera la primera vez,3.9,https://m.media-amazon.com/images/M/MV5BOTM1MGRiNzAtNDM5My00ZmJmLTg5MjItOGJlNDY2NjYzYWQ5XkEyXkFqcGc@.jpg,,"Mexican remake of '50 First Dates', 2004 film directed by Peter Segal with Adam Sandler and Drew Barrymore.","Vadhir Derbez, Ximena Romo, Alejandro Camacho, Paco Rueda, Iliana Fox"
chastity high,6.6,https://m.media-amazon.com/images/M/MV5BYThlNjE5ZWUtNzU1ZS00OTQ5LWI0MTYtMjdmNDgxNjRhMGM3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=nXMbPTGlAU0,The consequences of forbidden love as a mysterious social media account begins exposing scandalous secrets. Students fight to expose one another as they rebel against the school and its overbearing rules.,
mike epps: ready to sell out,5.4,https://m.media-amazon.com/images/M/MV5BYzBiNTQyY2ItZjYzZC00ZTIxLWI1ZDMtN2UxYzI0OTc3N2RiXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=BO94mVGgWfQ,"Mike Epps reflects on his career success and personal struggles, touching on financial issues, relationships, and his signature comedic takes on life in the streets.",
hell's paradise: jigokuraku,8.1,https://m.media-amazon.com/images/M/MV5BZjhmMjhkNjUtMGU2MC00N2IzLTg1YzItZDk5ODMxMDYxODc0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=aaHZdwPZX6g,A squad of prisoners and their guards are sent to investigate a mysterious island. They get stranded there and must rely on each other to survive the island's mysterious and monstrous residents.,"Chiaki Kobayashi, Yumiri Hanamori, Marisa Duran, Alejandro Saab, Rie Takahashi"
nevertheless : the shapes of love,7.0,https://m.media-amazon.com/images/M/MV5BNmQ3YzVlZTMtZjBlOC00YWM1LTljNTYtOGM1Njk3YzBiYWYzXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=fN8DzYIYaFg,"Ren Kosaka, a young talented artist, arrives in Kamakura, Japan for a temporary lecturer position. His aura attracts people, yet he keeps distance. When he meets a woman, his emotions change despite knowing the potential consequences.",
the three musketeers: milady,6.4,https://m.media-amazon.com/images/M/MV5BN2MyY2EzNmMtODMxYS00YzNjLWI2NzUtNDgwMjk5NDM4ZmQzXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=P1HfovIccgw,"D'Artagnan is forced to join forces with Milady to save Constance, who was kidnapped before his eyes. But as war is declared and Athos, Porthos and Aramis have already joined the front, a secret from the past shatters old alliances.",
i hate christmas,6.6,https://m.media-amazon.com/images/M/MV5BMzA5MWU3YWEtMzQ1Yy00ZDI3LTkzYjYtMTBhZmUxYTkzNWM1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=TZ5NFlE_wd0,"Every Christmas is the same story: ""and your loved one?"". Determined to avoid all the awkward questions about her love life, Gianna is devising a plan to find a boyfriend to come with her to the Christmas dinner, in less than 25 days.","Pilar Fogliati, Giulia Gonella, Nicolas Maupas, Glen Blackhall, Beatrice Arnera"
no more bets,6.8,https://m.media-amazon.com/images/M/MV5BZjM5OTI4ZTItYjQxYS00MTUzLWJjYzItMGIzZmZhYTQyMDQ1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=-4x7bVqclYY,"A Chinese programmer and a model who, enticed by the promise of high-paying jobs, find themselves trapped in a foreign country as prisoners of a scam mill and were forced to be part of their online fraud scheme.",
finding ola,7.4,https://m.media-amazon.com/images/M/MV5BNWIwNjRlYmMtMGE0ZC00MTgxLThjNzYtMmQ2NjA5MzVhMmE2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=61TQIcoRB_4,"After a life-altering event, Ola Abd ElSabour embarks on a journey of self-discovery and deals with the challenges of a new reality. Hend Sabry stars.","Hind Sabri, Sawsan Badr, Nada Moussa, Yasmina El-Abd, Hany Adel"
i know what you did last summer,5.9,https://m.media-amazon.com/images/M/MV5BOGE1MmMxZDMtYzkyYS00N2EzLTgxYWItNWZiN2NmMzZiZTNmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=rEnCEM48QaY,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,
our oceans,8.1,https://m.media-amazon.com/images/M/MV5BOTM3ODcyMmEtMjg1OS00NmFhLWJiZDEtYTZmMTA4NjY2N2Q0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Q79wgkLGeM4,"The planet's life-blood, oceans, hide countless mysteries - from balmy Indian waters and fiery Atlantic depths to the Ring of Fire-encircled Pacific and frigid Southern and Arctic seas.",
infamy,7.2,https://m.media-amazon.com/images/M/MV5BYjEzMDE4MTUtNDBlMC00MzRiLWEwZmMtZDNkOGFjYzA5Yzc4XkEyXkFqcGc@.jpg,,"Caught between her Roma roots and pressure from her friends, a 17-year-old girl aspires to become a hip-hop musician despite her parents' strict rules.",
wrath of man,7.1,https://m.media-amazon.com/images/M/MV5BODE4ZGY4OTktNDBjMy00NGVkLTk5YWUtNjA3NGU3MTA5NzM0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=EFYEni2gsK0,A mysteriously stoic character is hired as a security guard by a cash truck company responsible for transporting a lot of money around Los Angeles each week.,"Jason Statham, Holt McCallany, Josh Hartnett, Rocci-Boy, Jeffrey Donovan"
my family,7.0,https://m.media-amazon.com/images/M/MV5BYjliMDY3N2YtOTI2NS00MjQ0LWFjOGItMjQ1MzYyZGVlMDJiXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=WqF3VTv0cqU,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,
the bricklayer,5.2,https://m.media-amazon.com/images/M/MV5BMTI0M2Q3YjgtYmU3Mi00MDE2LTliNjItNDkxODRkODA2MDczXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=zC96qykLTdQ,An ex-CIA agent is reactivated when an extortionist targets the agency.,
kang solah from kang mak x nenek gayung,6.3,https://m.media-amazon.com/images/M/MV5BOGI1ODY5ZGEtODEwYy00NDIzLWI0YzUtZmFmZWQ0YzBkYjRlXkEyXkFqcGc@.jpg,,"Solah Vincenzio returned to his hometown in the hope of being greeted as a hero, but instead he was thought to be a demon by the residents.",
thangalaan,6.5,https://m.media-amazon.com/images/M/MV5BYjE3YTY2N2YtMDhlYS00NWIwLWE2YWItODExN2ZlNzk0ZDRmXkEyXkFqcGc@.jpg,,"Based on the true events that revolve around the lives of mine workers in the Kolar Gold Fields, Karnataka.",
norma: antara mertua dan menantu,5.7,https://m.media-amazon.com/images/M/MV5BNjRkNGY5MmYtN2NkYi00OTM0LWFmN2MtMTA1ODU2YmJhZjM0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=vf4eae70HDE,"Norma happily marries her first love, Irfan, who seems devoted to her family. Her world collapses when she discovers he is having an affair with her own mother.","Wulan Guritno, Tissa Biani Azzahra, Yusuf Mahardika, Erick Estrada, Naura Hakim"
kandahar,6.1,https://m.media-amazon.com/images/M/MV5BOTQ5NTlkZTctODdmMi00Nzc1LWI0NTMtYmY0MDhjZTBkYjI2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=IBh9c2WFFz0,A CIA operative and his translator flee from special forces in Afghanistan after exposing a covert mission.,
dragon ball z: battle of gods,7.1,https://m.media-amazon.com/images/M/MV5BYjExOWVhNTQtYzEzNy00MThmLTlmYTktOTUyMWViMWE2OTBmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=sp60avoyT9k,"After sleeping for 39 years, the God of destruction Beerus is surprised to learn that Frieza was defeated by the saiyajin Goku. Upon finding him, Goku is excited to face him, but realizes that his powers are negligible compared to Beerus.",
until you burn,5.8,https://m.media-amazon.com/images/M/MV5BZjU1ZWExNTAtMGMxMy00OTVhLWIyZDgtODU2NDNkNzkyYzI1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=sDTSPOC4XM4,"Follows Brian O'Connor as he seeks to avenge the death of his brother, Sonny. He must disguise himself as esteemed ship captain, Vinicio Gallo, to learn more about the powerful Obregón Martelli family, who are suspects, and find the truth.",
gold rush gang,4.1,https://m.media-amazon.com/images/M/MV5BY2Q0ZDk2OTgtZTQwMy00NTgwLThlZDAtYjkzYzMxNDUzNWFmXkEyXkFqcGc@.jpg,,"At the tail end of World War II, a bandit leader and his crew go up against his sworn enemy and the Japanese army to rob a train full of gold.","Keita Arai, Chingduang Duijkers, Ophaphoom Chitapan, Weerayut Nancha, Nachat Juntapun"
【oshi no ko】,8.3,https://m.media-amazon.com/images/M/MV5BYzM3ZGJkN2YtOTQ5Ny00MzEyLTlkMzQtZDVhYzM3YWFlM2QwXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=owauGV029V8,A doctor and his recently-deceased patient are reborn as twins to a famous Japanese musical idol and navigate the highs and lows of the Japanese entertainment industry as they grow up together through their lives.,
too old for fairy tales 2,4.9,https://m.media-amazon.com/images/M/MV5BZDdjY2E1YjgtYmQ5Ni00NWU5LWE4NWUtNzQ5YmNmNzI2YTQxXkEyXkFqcGc@.jpg,,"Your favorite gamer trio is back. They will spend an adventure-packed summer in the Tatra Mountains. During the trip, Waldek finds out that his father - the person who abandoned his family a long time ago - lives nearby.","Maciej Karas, Patryk Siemek, Amelia Fijalkowska, Dorota Kolak, Karolina Gruszka"
your honor,7.6,https://m.media-amazon.com/images/M/MV5BMzI5MGIyYjYtOWRhOS00MmU3LThhNDgtYWEzNzAzZGUzZTY2XkEyXkFqcGc@.jpg,,A judge confronts his convictions when his son is involved in a hit-and-run that embroils an organized-crime family.,
haunting of mount gede,5.4,https://m.media-amazon.com/images/M/MV5BNmM2ZDM1ZTEtNjcwNi00Njc5LWIzNDktMTVkNTlkMDViZGI4XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=P-6STU_kfaU,"Two true friends who love each other. But there is a secret that is covered up then creates a disaster, and haunts their climb on Mount Gede.","T. Rifnu Wikana, Ruth Marini, Endy Arfian, Adzana Ashel, Derry Oktami"
partiu américa,4.5,https://m.media-amazon.com/images/M/MV5BODA2NjU1MmUtM2FhYy00Y2IxLTg5OWYtYzZkYTRjMjY2ZjA1XkEyXkFqcGc@.jpg,,The adventures of a Brazilian family who always wanted to visit the USA,
the menu,7.2,https://m.media-amazon.com/images/M/MV5BN2Q0YWE1MjktODJlMi00NTRiLWI2ZTctZTAxNjkyODVjM2EyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=CAWZMssP3gM,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.","Ralph Fiennes, Anya Taylor-Joy, Nicholas Hoult, Hong Chau, Janet McTeer"
lone survivor,7.5,https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@.jpg,https://www.youtube.com/watch?v=0cPJ1ifjBDs,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",
